Cell_ID,X,Y,TACIT,Group.x,UMAP1,UMAP2
S5P2_43922,5762.6,28171.7,Others,S5P1_2,6.945792091,-1.138262547
S5P2_43923,5786.2,28173.1,Others,S5P1_2,-7.548893082,-1.02732066
S5P2_43924,6100.1,28175.9,Others,S5P1_2,-6.293605435,-2.744539893
S5P2_43925,5835.8,28170.3,Fibroblast,S5P1_2,-4.932436097,7.298574054
S5P2_43926,5906.5,28175.1,Fibroblast,S5P1_2,-4.685643304,7.22956475
S5P2_43927,6029.4,28174,Acini,S5P1_2,7.473080528,-0.828565932
S5P2_43928,5644.3,28178.7,Fibroblast,S5P1_2,-4.475494015,2.999354684
S5P2_43929,5825.5,28175.9,Fibroblast,S5P1_2,-5.063670266,6.90042361
S5P2_43930,5612.1,28174.9,Fibroblast,S5P1_2,-4.94141351,5.29654082
S5P2_43931,5709.8,28178.8,Acini,S5P1_2,7.830538642,-0.354156977
S5P2_43932,6141.5,28179.9,Others,S5P1_2,-7.052434075,-2.304222024
S5P2_43933,5840.8,28178.5,Fibroblast,S5P1_2,-5.278491605,-4.011398232
S5P2_43934,5860,28177.3,LECs,S5P1_2,-10.12376844,3.967017018
S5P2_43935,5874.1,28173.9,VEC,S5P1_2,-5.109043229,6.023343646
S5P2_43936,5894.3,28177,Fibroblast,S5P1_2,-5.015176404,7.044277751
S5P2_43937,5663,28182.6,LECs,S5P1_2,-3.214108098,4.412428939
S5P2_43938,5674.9,28179.3,Acini,S5P1_2,7.847695243,0.604210579
S5P2_43939,5922.3,28175.2,Others,S5P1_2,-7.017527688,0.177428895
S5P2_43940,5804.9,28180,VEC Progen,S5P1_2,-6.581457722,1.92854532
S5P2_43941,5832.1,28177.9,Fibroblast,S5P1_2,-4.931293118,5.331998908
S5P2_43942,5885.8,28182,Fibroblast,S5P1_2,-5.020021546,6.84151324
S5P2_43943,5817.9,28189.7,Fibroblast,S5P1_2,-4.890864957,7.2902933
S5P2_43944,5849,28179.2,LECs,S5P1_2,-10.08289777,3.993251645
S5P2_43945,5592.5,28177.6,Fibroblast,S5P1_2,-4.323948968,5.031407916
S5P2_43946,5199.3,28182.5,Fibroblast,S5P1_2,-6.290129292,0.467142367
S5P2_43947,5348.3,28180.4,Others,S5P1_2,2.448000085,-0.758798099
S5P2_43948,5928.1,28183.9,Others,S5P1_2,-7.255755532,0.458110624
S5P2_43949,5358,28183.5,Others,S5P1_2,6.952291381,0.570804858
S5P2_43950,5392,28182.9,VEC Progen,S5P1_2,-6.34834348,1.73915168
S5P2_43951,5828.8,28183.3,Fibroblast,S5P1_2,-4.953913796,5.416780078
S5P2_43952,5858.8,28185.7,LECs,S5P1_2,-10.08935224,3.999082171
S5P2_43953,5870.9,28184.5,LECs,S5P1_2,-10.08630334,4.005267226
S5P2_43954,5903.9,28186.8,Myofibroblast,S5P1_2,-4.597935784,7.319109523
S5P2_43955,6037.3,28187.3,Acini,S5P1_2,7.525599849,-1.183755792
S5P2_43956,5851.4,28184.7,LECs,S5P1_2,-10.08461057,4.006522738
S5P2_43957,6158.6,28188.9,Others,S5P1_2,-6.499527562,-1.239799655
S5P2_43958,5338.9,28185,Others,S5P1_2,6.286631954,-1.29215411
S5P2_43959,5614,28187.8,Fibroblast,S5P1_2,-4.745158303,5.519805037
S5P2_43960,5366,28186.1,Acini,S5P1_2,7.410630595,-0.982689596
S5P2_43961,5728.4,28183.9,Ducts,S5P1_2,6.345757377,0.536631011
S5P2_43962,5797.5,28191.9,VEC Progen,S5P1_2,-6.798379052,1.755733096
S5P2_43963,5836.4,28194.9,Fibroblast,S5P1_2,-4.855274308,7.36836251
S5P2_43964,5847.4,28189.8,Fibroblast,S5P1_2,-5.050491441,5.891319835
S5P2_43965,5577.7,28190.4,Fibroblast,S5P1_2,-4.601248372,0.515087032
S5P2_43966,5767.4,28194.4,Myoepithelial,S5P1_2,5.07593764,0.399785393
S5P2_43967,5941.6,28187.3,Others,S5P1_2,6.31342591,-1.040781057
